name,address,description,styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name
Christian Fellowship SDA Community Svcs FP,777-779 Schenectady Avenue Brooklyn NY 11203,Contact: Colleen Lundy-Gordon<br>Phone: 718-288-8796<br>Program Type: Pantry<br>Address: 777-779 Schenectady Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11203<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 10:30 AM - 12:30 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Colleen Lundy-Gordon,Contact,718-288-8796,Phone,Pantry,Program Type,777-779 Schenectady Avenue,Address,Brooklyn,City,NY,State,11203,ZIP Code,closed,Monday,closed,Tuesday,10:30 AM - 12:30 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Christian Fellowship SDA Community Svcs- S.K.,777-779 Schenectady Avenue Brooklyn NY 11203,Contact: Colleen Lundy-Gordon<br>Phone: 718-288-8796<br>Program Type: Soup Kitchen<br>Address: 777-779 Schenectady Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11203<br>Monday: 05:00 PM - 06:00 PM<br>Tuesday: 05:00 PM - 06:00 PM<br>Wednesday: 05:00 PM - 06:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Colleen Lundy-Gordon,Contact,718-288-8796,Phone,Soup Kitchen,Program Type,777-779 Schenectady Avenue,Address,Brooklyn,City,NY,State,11203,ZIP Code,05:00 PM - 06:00 PM,Monday,05:00 PM - 06:00 PM,Tuesday,05:00 PM - 06:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Christian Pentecostal Church,910 Richmond Road Staten Island NY 10304,Contact: Reverend John Rocco Carlo<br>Phone: 347-613-0390 /718-273-5850<br>Program Type: Pantry<br>Address: 910 Richmond Road<br>City: Staten Island<br>State: NY<br>ZIP Code: 10304<br>Monday: closed<br>Tuesday: 04:00 PM - 07:00 PM<br>Wednesday: 04:00 PM - 07:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Reverend John Rocco Carlo,Contact,347-613-0390 /718-273-5850,Phone,Pantry,Program Type,910 Richmond Road,Address,Staten Island,City,NY,State,10304,ZIP Code,closed,Monday,04:00 PM - 07:00 PM,Tuesday,04:00 PM - 07:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Christina Home Care Food Pantry,120-13 Liberty Ave Jamaica NY 11419,Contact: Christine Persaud /Pooran<br>Phone: 917-592-8686; 347-553-4688 (cell)<br>Program Type: Pantry<br>Address: 120-13 Liberty Ave<br>City: Jamaica<br>State: NY<br>ZIP Code: 11419<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 12:30 PM - 05:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Christine Persaud /Pooran,Contact,917-592-8686; 347-553-4688 (cell),Phone,Pantry,Program Type,120-13 Liberty Ave,Address,Jamaica,City,NY,State,11419,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,12:30 PM - 05:00 PM,Friday,closed,Saturday,closed,Sunday
Church of God Feeding Hungry,836 Classon Avenue Brooklyn NY 11238,Contact: Angela<br>Phone: 347-415-3345 (cell)<br>Program Type: Pantry<br>Address: 836 Classon Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11238<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 9:30:00 AM - 1:30 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Angela,Contact,347-415-3345 (cell),Phone,Pantry,Program Type,836 Classon Avenue,Address,Brooklyn,City,NY,State,11238,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,9:30:00 AM - 1:30 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of God in Christ,627-29 Remsen Avenue Brooklyn NY 11236,Contact: Judith Brutus<br>Phone: 516-304-8969<br>Program Type: Pantry<br>Address: 627-29 Remsen Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11236<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 10:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Judith Brutus,Contact,516-304-8969,Phone,Pantry,Program Type,627-29 Remsen Avenue,Address,Brooklyn,City,NY,State,11236,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,10:00 AM - 12:00 PM,Saturday,closed,Sunday
Church of God Inc.,1011 Winthrop Street Brooklyn NY 11212,Contact: Duvil Beaujour<br>Phone: 718-826-0685; 347-645-0724<br>Program Type: Pantry<br>Address: 1011 Winthrop Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11212<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 12:00 PM - 01:00 PM<br>Sunday: closed,#icon-1899-F57C00,Duvil Beaujour,Contact,718-826-0685; 347-645-0724,Phone,Pantry,Program Type,1011 Winthrop Street,Address,Brooklyn,City,NY,State,11212,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,12:00 PM - 01:00 PM,Saturday,closed,Sunday
Church of God of Prophecy (Pantry & Soup Kitchen),71 Malta Street Brooklyn NY 11207,Contact: Christine Inniss<br>Phone: 917-640-3475<br>Program Type: Pantry<br>Address: 71 Malta Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11207<br>Monday: closed<br>Tuesday: 05:00 PM - 07:00 PM (2nd and 4th Tuesday of the month)<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Christine Inniss,Contact,917-640-3475,Phone,Pantry,Program Type,71 Malta Street,Address,Brooklyn,City,NY,State,11207,ZIP Code,closed,Monday,05:00 PM - 07:00 PM (2nd and 4th Tuesday of the month),Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of God of Prophecy (Pantry & Soup Kitchen),71 Malta Street Brooklyn NY 11207,Contact: Christine Inniss<br>Phone: 917-640-3475<br>Program Type: Soup Kitchen<br>Address: 71 Malta Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11207<br>Monday: closed<br>Tuesday: 05:00 PM - 07:00 PM (2nd and 4th Tuesday of the month)<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Christine Inniss,Contact,917-640-3475,Phone,Soup Kitchen,Program Type,71 Malta Street,Address,Brooklyn,City,NY,State,11207,ZIP Code,closed,Monday,05:00 PM - 07:00 PM (2nd and 4th Tuesday of the month),Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of God of Salvation,1615 Nostrand Avenue Brooklyn NY 11226,Contact: Vivian Lazard<br>Phone: 347-984-3350; 718-693-6486<br>Program Type: Pantry<br>Address: 1615 Nostrand Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11226<br>Monday: closed<br>Tuesday: 09:00 AM - 11:00 AM<br>Wednesday: closed<br>Thursday: 09:00 AM - 11:00 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Vivian Lazard,Contact,347-984-3350; 718-693-6486,Phone,Pantry,Program Type,1615 Nostrand Avenue,Address,Brooklyn,City,NY,State,11226,ZIP Code,closed,Monday,09:00 AM - 11:00 AM,Tuesday,closed,Wednesday,09:00 AM - 11:00 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of God Seventh Day Pentecostal,922 St Marks Avenue Brooklyn NY 11213,Contact: Lael Tikili<br>Phone: 718-693-7968<br>Program Type: Pantry<br>Address: 922 St Marks Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11213<br>Monday: closed<br>Tuesday: 04:00 PM - 06:30 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Lael Tikili,Contact,718-693-7968,Phone,Pantry,Program Type,922 St Marks Avenue,Address,Brooklyn,City,NY,State,11213,ZIP Code,closed,Monday,04:00 PM - 06:30 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of Praise and Worship God in Christ,526 Ralph Avenue Brooklyn NY 11233,Contact: Lorna Harrigan<br>Phone: 347-462-5679<br>Program Type: Pantry<br>Address: 526 Ralph Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 12:30 PM - 02:30 PM<br>Sunday: closed,#icon-1899-F57C00,Lorna Harrigan,Contact,347-462-5679,Phone,Pantry,Program Type,526 Ralph Avenue,Address,Brooklyn,City,NY,State,11233,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,12:30 PM - 02:30 PM,Saturday,closed,Sunday
Church of St. Frances of Rome,760 Whitehall Place Bronx NY 10466,Contact: Lorrin Johnson<br>Phone: 917-297-4548<br>Program Type: Pantry<br>Address: 760 Whitehall Place<br>City: Bronx<br>State: NY<br>ZIP Code: 10466<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 09:00 AM - 12:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Lorrin Johnson,Contact,917-297-4548,Phone,Pantry,Program Type,760 Whitehall Place,Address,Bronx,City,NY,State,10466,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,09:00 AM - 12:00 PM,Friday,closed,Saturday,closed,Sunday
Church of St. Mark,1417 Union Street Brooklyn NY 11213,Contact: Beverly Smith-Hutson<br>Phone: 718-756-6607<br>Program Type: Pantry<br>Address: 1417 Union Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11213<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 12:00 PM - 3:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Beverly Smith-Hutson,Contact,718-756-6607,Phone,Pantry,Program Type,1417 Union Street,Address,Brooklyn,City,NY,State,11213,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,12:00 PM - 3:00 PM,Friday,closed,Saturday,closed,Sunday
Church of the Annunciation,88 Convent Avenue New York NY 10027,Contact: Kelvin Morillo<br>Phone: 212-234-1919<br>Program Type: Pantry<br>Address: 88 Convent Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10027<br>Monday: closed<br>Tuesday: 10:30 AM - 11:30 AM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Kelvin Morillo,Contact,212-234-1919,Phone,Pantry,Program Type,88 Convent Avenue,Address,New York,City,NY,State,10027,ZIP Code,closed,Monday,10:30 AM - 11:30 AM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of the Epiphany,1393 York Avenue New York NY 10021,Contact: Laura Noggle<br>Phone: 212-737-2720<br>Program Type: Soup Kitchen<br>Address: 1393 York Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10021<br>Monday: -<br>Tuesday: -<br>Wednesday: 6:00 PM - 7:30 PM<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-1A237E,Laura Noggle,Contact,212-737-2720,Phone,Soup Kitchen,Program Type,1393 York Avenue,Address,New York,City,NY,State,10021,ZIP Code,-,Monday,-,Tuesday,6:00 PM - 7:30 PM,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Church of the Holy Spirit,1712 45th Street Brooklyn NY 11204,Contact: Carolyn Tolano<br>Phone: 347-423-6724<br>Program Type: Pantry<br>Address: 1712 45th Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11204<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Carolyn Tolano,Contact,347-423-6724,Phone,Pantry,Program Type,1712 45th Street,Address,Brooklyn,City,NY,State,11204,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Church of the Incarnation,89-28 207th Street Queens NY 11427,Contact: Deacon Francois Innocent<br>Phone: 718-465-8534<br>Program Type: Pantry<br>Address: 89-28 207th Street<br>City: Queens Village<br>State: NY<br>ZIP Code: 11427<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 1:00 PM - 3:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Deacon Francois Innocent,Contact,718-465-8534,Phone,Pantry,Program Type,89-28 207th Street,Address,Queens Village,City,NY,State,11427,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,1:00 PM - 3:00 PM,Friday,closed,Saturday,closed,Sunday
Church of the Living God,212 Schenectady Avenue Brooklyn NY 11213,Contact: Lynette Tuitt<br>Phone: 718-419-2821; 646-573-0022<br>Program Type: Pantry<br>Address: 212 Schenectady Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11213<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 09:00 AM - 12:30 PM<br>Sunday: closed,#icon-1899-F57C00,Lynette Tuitt,Contact,718-419-2821; 646-573-0022,Phone,Pantry,Program Type,212 Schenectady Avenue,Address,Brooklyn,City,NY,State,11213,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,09:00 AM - 12:30 PM,Saturday,closed,Sunday
"Cienfuegos Foundation, Inc.",3117 21st Street Long Island City NY 11106,Contact: Bethania Perkins<br>Phone: 646-808-4361<br>Program Type: Pantry<br>Address: 3117 21st Street<br>City: Long Island City<br>State: NY<br>ZIP Code: 11106<br>Monday: closed<br>Tuesday: 11:00-1:00<br>Wednesday: 11:00-1:00<br>Thursday: closed<br>Friday: 11:00-1:00<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Bethania Perkins,Contact,646-808-4361,Phone,Pantry,Program Type,3117 21st Street,Address,Long Island City,City,NY,State,11106,ZIP Code,closed,Monday,11:00-1:00,Tuesday,11:00-1:00,Wednesday,closed,Thursday,11:00-1:00,Friday,closed,Saturday,closed,Sunday
City of Faith Church of God,3453 White Plains Road Bronx NY 10467,Contact: Mavis Dehaney<br>Phone: 718-798-3052<br>Program Type: Pantry<br>Address: 3453 White Plains Road<br>City: Bronx<br>State: NY<br>ZIP Code: 10467<br>Monday: -<br>Tuesday: 1:00 PM - 2:30 PM/RO-6/8-1pm-4pm<br>Wednesday: -<br>Thursday: -<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Mavis Dehaney,Contact,718-798-3052,Phone,Pantry,Program Type,3453 White Plains Road,Address,Bronx,City,NY,State,10467,ZIP Code,-,Monday,1:00 PM - 2:30 PM/RO-6/8-1pm-4pm,Tuesday,-,Wednesday,-,Thursday,-,Friday,-,Saturday,-,Sunday
Community Alliance Initiative,60-85 Myrtle Avenue Ridgewood NY 11385,Contact: Lynn Pham<br>Phone: 718-305-4888<br>Program Type: Pantry<br>Address: 60-85 Myrtle Avenue<br>City: Ridgewood<br>State: NY<br>ZIP Code: 11385<br>Monday: 10:00 AM - 04:00 PM<br>Tuesday: 10:00 AM - 04:00 PM<br>Wednesday: 10:00 AM - 04:00 PM<br>Thursday: 10:00 AM - 04:00 PM<br>Friday: 10:00 AM - 04:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Lynn Pham,Contact,718-305-4888,Phone,Pantry,Program Type,60-85 Myrtle Avenue,Address,Ridgewood,City,NY,State,11385,ZIP Code,10:00 AM - 04:00 PM,Monday,10:00 AM - 04:00 PM,Tuesday,10:00 AM - 04:00 PM,Wednesday,10:00 AM - 04:00 PM,Thursday,10:00 AM - 04:00 PM,Friday,closed,Saturday,closed,Sunday
Community Food Pantry at Highbridge,1363 Ogden Avenue Bronx NY 10452,Contact: Myrlene Souffrant<br>Phone: 718-960-2262<br>Program Type: Pantry<br>Address: 1363 Ogden Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10452<br>Monday: closed<br>Tuesday: 10:00 AM - 12:00 PM<br>Wednesday: closed<br>Thursday: 01:00 PM - 03:00 PM<br>Friday: closed<br>Saturday: 10:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Myrlene Souffrant,Contact,718-960-2262,Phone,Pantry,Program Type,1363 Ogden Avenue,Address,Bronx,City,NY,State,10452,ZIP Code,closed,Monday,10:00 AM - 12:00 PM,Tuesday,closed,Wednesday,01:00 PM - 03:00 PM,Thursday,closed,Friday,10:00 AM - 12:00 PM,Saturday,closed,Sunday
COMMUNITY HEALTH ACTION OF STATEN ISLAND,2134 RICHMOND TERRACE Staten Island NY 10302,Contact: George Barreto<br>Phone: 718-808-1876<br>Program Type: Mobile Pantry<br>Address: 2134 RICHMOND TERRACE<br>City: Staten Island<br>State: NY<br>ZIP Code: 10302<br>Monday: 10:30 AM - 01:00 PM<br>Tuesday: 10:30 AM - 01:00 PM<br>Wednesday: 11:00 AM - 01:00 PM<br>Thursday: closed<br>Friday: 10:30 AM - 01:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-FFD600,George Barreto,Contact,718-808-1876,Phone,Mobile Pantry,Program Type,2134 RICHMOND TERRACE,Address,Staten Island,City,NY,State,10302,ZIP Code,10:30 AM - 01:00 PM,Monday,10:30 AM - 01:00 PM,Tuesday,11:00 AM - 01:00 PM,Wednesday,closed,Thursday,10:30 AM - 01:00 PM,Friday,closed,Saturday,closed,Sunday
Community Health Action of Staten Island Inc.,2134 Richmond Terrace Staten Island NY 10302,Contact: George Barreto<br>Phone: 718-808-1840<br>Program Type: Pantry<br>Address: 2134 Richmond Terrace<br>City: Staten Island<br>State: NY<br>ZIP Code: 10302<br>Monday: closed<br>Tuesday: 10:00 AM - 2:00 PM (Seniors Only)<br>Wednesday: 12:00 PM - 4:00 PM<br>Thursday: closed<br>Friday: 2:00 PM - 6:00 PM<br>Saturday: 10:00 AM - 2:00 PM<br>Sunday: closed,#icon-1899-F57C00,George Barreto,Contact,718-808-1840,Phone,Pantry,Program Type,2134 Richmond Terrace,Address,Staten Island,City,NY,State,10302,ZIP Code,closed,Monday,10:00 AM - 2:00 PM (Seniors Only),Tuesday,12:00 PM - 4:00 PM,Wednesday,closed,Thursday,2:00 PM - 6:00 PM,Friday,10:00 AM - 2:00 PM,Saturday,closed,Sunday
Community Help in Park Slope Inc. (CHIPS),200 4th Avenue Brooklyn NY 11217,Contact: Denise Scaravella/ Brother Tom<br>Phone: 718-237-2962<br>Program Type: Pantry<br>Address: 200 4th Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11217<br>Monday: 11:00AM-1:00PM<br>Tuesday: 11:00AM-1:00PM<br>Wednesday: 11:00AM-1:00PM<br>Thursday: 11:00AM-1:00PM<br>Friday: 11:00AM-1:00PM<br>Saturday: 11:00AM-1:00PM<br>Sunday: closed,#icon-1899-F57C00,Denise Scaravella/ Brother Tom,Contact,718-237-2962,Phone,Pantry,Program Type,200 4th Avenue,Address,Brooklyn,City,NY,State,11217,ZIP Code,11:00AM-1:00PM,Monday,11:00AM-1:00PM,Tuesday,11:00AM-1:00PM,Wednesday,11:00AM-1:00PM,Thursday,11:00AM-1:00PM,Friday,11:00AM-1:00PM,Saturday,closed,Sunday
Community Help in Park Slope Inc. (CHIPS),200 4th Avenue Brooklyn NY 11217,Contact: Janice Lebby<br>Phone: 718-237-2962<br>Program Type: Soup Kitchen<br>Address: 200 4th Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11217<br>Monday: 11:30AM - 1:00PM<br>Tuesday: 11:30AM - 1:00PM<br>Wednesday: 11:30AM - 1:00PM<br>Thursday: 11:30AM - 1:00PM<br>Friday: 11:30AM - 1:00PM<br>Saturday: 11:30AM - 1:00PM<br>Sunday: closed,#icon-1899-1A237E,Janice Lebby,Contact,718-237-2962,Phone,Soup Kitchen,Program Type,200 4th Avenue,Address,Brooklyn,City,NY,State,11217,ZIP Code,11:30AM - 1:00PM,Monday,11:30AM - 1:00PM,Tuesday,11:30AM - 1:00PM,Wednesday,11:30AM - 1:00PM,Thursday,11:30AM - 1:00PM,Friday,11:30AM - 1:00PM,Saturday,closed,Sunday
Community Impact Food Pantry,616 West 114th Street New York NY 10025,Contact: Ricardo Bustamante<br>Phone: 212-854-6310<br>Program Type: Pantry<br>Address: 616 West 114th Street<br>City: New York<br>State: NY<br>ZIP Code: 10025<br>Monday: 12:00 PM to 02:00 PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 12:00 PM - 02:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Ricardo Bustamante,Contact,212-854-6310,Phone,Pantry,Program Type,616 West 114th Street,Address,New York,City,NY,State,10025,ZIP Code,12:00 PM to 02:00 PM,Monday,closed,Tuesday,closed,Wednesday,12:00 PM - 02:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Community Impact Soup Kitchen,616 West 114th Street New York NY 10025,Contact: Ricardo Bustamante<br>Phone: 212-854-6310<br>Program Type: Soup Kitchen<br>Address: 616 West 114th Street<br>City: New York<br>State: NY<br>ZIP Code: 10025<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 12:30 PM - 02:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Ricardo Bustamante,Contact,212-854-6310,Phone,Soup Kitchen,Program Type,616 West 114th Street,Address,New York,City,NY,State,10025,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,12:30 PM - 02:00 PM,Friday,closed,Saturday,closed,Sunday
Community Kitchen and Food Pantry (Kitchen),252 West 116th Street New York NY 10026,Contact: Sheri Jefferson<br>Phone: 212-566-7855 x6104<br>Program Type: Soup Kitchen<br>Address: 252 West 116th Street<br>City: New York<br>State: NY<br>ZIP Code: 10026<br>Monday: 04:00 PM - 06:00 PM<br>Tuesday: 04:00 PM - 06:00 PM<br>Wednesday: 04:00 PM - 06:00 PM<br>Thursday: 04:00 PM - 06:00 PM<br>Friday: 04:00 PM - 06:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Sheri Jefferson,Contact,212-566-7855 x6104,Phone,Soup Kitchen,Program Type,252 West 116th Street,Address,New York,City,NY,State,10026,ZIP Code,04:00 PM - 06:00 PM,Monday,04:00 PM - 06:00 PM,Tuesday,04:00 PM - 06:00 PM,Wednesday,04:00 PM - 06:00 PM,Thursday,04:00 PM - 06:00 PM,Friday,closed,Saturday,closed,Sunday
Community Kitchen and Food Pantry (Pantry),252 West 116th Street New York NY 10026,Contact: Lorrice Grant<br>Phone: 212-566-7855<br>Program Type: Pantry<br>Address: 252 West 116th Street<br>City: New York<br>State: NY<br>ZIP Code: 10026<br>Monday: closed<br>Tuesday: 11:00 AM - 03:30 PM<br>Wednesday: 12:00 PM - 06:00 PM<br>Thursday: 11:00 AM - 03:30 PM<br>Friday: closed<br>Saturday: 11:00 AM - 02:00 PM<br>Sunday: closed,#icon-1899-F57C00,Lorrice Grant,Contact,212-566-7855,Phone,Pantry,Program Type,252 West 116th Street,Address,New York,City,NY,State,10026,ZIP Code,closed,Monday,11:00 AM - 03:30 PM,Tuesday,12:00 PM - 06:00 PM,Wednesday,11:00 AM - 03:30 PM,Thursday,closed,Friday,11:00 AM - 02:00 PM,Saturday,closed,Sunday
Community Kitchen and Food Pantry of West Harlem,252 West 116th Street New York NY 10026,Contact: Sheree Quiles<br>Phone: 212-566-7855 x6104<br>Program Type: Senior Service<br>Address: 252 West 116th Street<br>City: New York<br>State: NY<br>ZIP Code: 10026<br>Monday: 09:00 AM - 10:00 AM<br>Tuesday: 09:00 AM - 10:00 AM<br>Wednesday: 09:00 AM - 10:00 AM<br>Thursday: 09:00 AM - 10:00 AM<br>Friday: 09:00 AM - 10:00 AM<br>Saturday: closed<br>Sunday: closed,#icon-1899-9C27B0,Sheree Quiles,Contact,212-566-7855 x6104,Phone,Senior Service,Program Type,252 West 116th Street,Address,New York,City,NY,State,10026,ZIP Code,09:00 AM - 10:00 AM,Monday,09:00 AM - 10:00 AM,Tuesday,09:00 AM - 10:00 AM,Wednesday,09:00 AM - 10:00 AM,Thursday,09:00 AM - 10:00 AM,Friday,closed,Saturday,closed,Sunday
Community League of the Heights,508 West 159th Street New York NY 10032,Contact: Betsy Crime / Yvonne Stennett<br>Phone: 212-795-4779 / 646-299-1086<br>Program Type: Pantry<br>Address: 508 West 159th Street<br>City: New York<br>State: NY<br>ZIP Code: 10032<br>Monday: closed<br>Tuesday: 09:00 AM - 01:00 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 09:00 AM - 01:00 PM<br>Sunday: closed,#icon-1899-F57C00,Betsy Crime / Yvonne Stennett,Contact,212-795-4779 / 646-299-1086,Phone,Pantry,Program Type,508 West 159th Street,Address,New York,City,NY,State,10032,ZIP Code,closed,Monday,09:00 AM - 01:00 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,09:00 AM - 01:00 PM,Saturday,closed,Sunday
Community Services Housing Development Corp.,547 Howard Avenue Brooklyn NY 11233,Contact: Albion Liburd<br>Phone: 718-568-4950<br>Program Type: Pantry<br>Address: 547 Howard Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 10:00 AM - 12:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Albion Liburd,Contact,718-568-4950,Phone,Pantry,Program Type,547 Howard Avenue,Address,Brooklyn,City,NY,State,11233,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,10:00 AM - 12:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
